,co2_per_capita,cement_co2_per_capita,coal_co2_per_capita,gas_co2_per_capita,other_industry_co2,oil_co2_per_capita
42735,11.592,0.37,6.751,1.099,0.785,3.338
42736,10.957,0.341,6.373,1.062,0.603,3.155
42737,11.703,0.351,6.821,1.33,0.511,3.179
42738,11.938,0.368,6.963,1.469,1.065,3.092
42739,11.739,0.344,6.834,1.55,1.337,2.952
42740,11.739,0.344,6.895,1.525,1.837,2.896
42741,11.799,0.303,6.91,1.606,1.64,2.911
42742,11.733,0.268,6.778,1.737,2.031,2.863
42743,11.856,0.229,6.761,1.792,1.713,3.002
42744,12.054,0.226,6.883,1.966,0.905,2.94
42745,11.945,0.227,6.709,2.052,1.025,2.914
42746,11.521,0.232,6.512,1.978,0.993,2.758
42747,11.409,0.242,6.317,2.226,0.831,2.59
42748,12.205,0.245,6.791,2.42,0.831,2.713
42749,11.631,0.23,6.378,2.491,0.831,2.498
44105,2.791,0.192,1.292,0.141,2.979,1.107
44106,2.858,0.217,1.356,0.165,2.919,1.063
44107,2.914,0.236,1.334,0.176,2.294,1.123
44108,2.987,0.228,1.232,0.194,3.07,1.276
44109,2.874,0.231,1.176,0.195,3.29,1.211
44110,3.058,0.238,1.199,0.244,3.415,1.316
44111,3.311,0.243,1.372,0.279,3.142,1.362
44112,3.461,0.246,1.478,0.339,3.561,1.337
44113,3.408,0.246,1.511,0.348,3.463,1.245
44114,3.291,0.231,1.334,0.423,3.26,1.248
44115,3.586,0.237,1.538,0.47,3.234,1.289
44116,3.282,0.232,1.3,0.501,3.016,1.201
44117,3.352,0.235,1.323,0.527,3.223,1.216
44118,3.541,0.24,1.377,0.646,3.468,1.224
44119,3.611,0.254,1.379,0.655,3.757,1.266
44120,3.855,0.278,1.487,0.798,4.129,1.229
44121,4.057,0.299,1.605,0.893,4.466,1.194
44122,4.452,0.323,1.79,1.022,4.751,1.247
44123,4.355,0.348,1.724,1.003,4.251,1.218
44124,4.381,0.374,1.806,0.988,3.685,1.159
44125,4.32,0.41,1.773,0.979,4.11,1.1
44134,4.824,0.387,1.988,1.002,6.199,1.37
45077,13.689,0.182,5.101,4.191,8.299,3.987
45078,12.249,0.173,4.308,4.352,6.391,3.233
45079,11.379,0.168,4.738,3.807,6.301,2.493
45080,9.856,0.124,4.556,3.203,5.257,1.825
45081,8.147,0.097,3.609,2.803,4.521,1.507
45082,7.639,0.067,3.409,2.625,3.988,1.416
45083,6.95,0.043,2.889,2.724,2.485,1.201
45084,6.787,0.048,3.076,2.586,2.396,0.986
45085,6.61,0.056,2.474,3.134,2.276,0.855
45086,6.054,0.051,2.508,2.643,2.29,0.761
45087,5.844,0.046,2.514,2.543,2.451,0.647
45088,6.277,0.051,2.723,2.694,2.966,0.702
45089,6.168,0.059,2.839,2.424,3.026,0.737
45090,6.454,0.076,2.782,2.695,3.257,0.782
45091,6.572,0.09,2.863,2.717,3.588,0.772
45092,6.683,0.102,2.897,2.779,3.746,0.773
45093,7.148,0.118,3.306,2.72,3.802,0.869
45094,7.273,0.133,3.486,2.579,4.004,0.931
45095,7.077,0.137,3.357,2.492,3.661,0.953
45096,6.053,0.056,2.979,1.962,3.075,0.931
45097,6.444,0.063,3.183,2.199,3.162,0.872
45098,6.775,0.086,3.38,2.29,3.938,0.874
45099,6.704,0.072,3.501,2.142,3.877,0.847
45100,6.566,0.075,3.536,1.997,3.551,0.824
45101,5.707,0.073,3.065,1.665,2.947,0.783
45102,4.975,0.073,2.654,1.456,2.759,0.678
45103,5.218,0.081,2.829,1.429,2.942,0.761
45104,4.995,0.08,2.521,1.492,2.671,0.791
45105,5.212,0.084,2.712,1.506,2.841,0.792
45106,5.02,0.09,2.58,1.366,2.714,0.87
45107,4.71,0.093,2.326,1.38,2.78,0.795
45108,4.828,0.1,2.384,1.375,2.877,0.851
45109,3.558,0.109,1.431,1.061,2.877,0.827
45523,10.522,0.128,4.417,1.984,3.856,3.807
45524,10.624,0.105,4.422,2.122,3.452,3.807
45525,10.326,0.095,4.134,2.127,3.456,3.798
45526,10.054,0.096,3.603,2.387,3.012,3.802
45527,9.934,0.11,3.381,2.517,3.656,3.733
45528,9.773,0.108,3.137,2.663,3.985,3.653
45529,10.103,0.11,2.98,3.057,4.131,3.734
45530,9.66,0.115,2.656,3.14,3.428,3.566
45531,9.729,0.117,2.637,3.275,3.874,3.507
45532,9.579,0.111,2.359,3.5,3.74,3.439
45533,9.669,0.108,2.454,3.571,3.444,3.369
45534,9.781,0.099,2.598,3.556,3.289,3.362
45535,9.439,0.101,2.387,3.488,3.254,3.304
45536,9.583,0.098,2.567,3.495,4.226,3.259
45537,9.558,0.1,2.461,3.529,4.486,3.299
45538,9.445,0.098,2.452,3.402,4.488,3.32
45539,9.339,0.097,2.645,3.193,4.528,3.243
45540,9.134,0.1,2.462,3.208,4.509,3.202
45541,8.826,0.084,2.255,3.282,4.304,3.058
45542,7.938,0.06,1.829,3.022,3.348,2.896
45543,8.157,0.06,1.881,3.217,3.569,2.866
45544,7.422,0.065,1.851,2.658,3.719,2.719
45545,7.64,0.058,2.32,2.48,3.573,2.669
45546,7.428,0.063,2.215,2.451,3.531,2.578
45547,6.774,0.065,1.782,2.231,3.72,2.571
45548,6.477,0.067,1.404,2.268,3.206,2.618
45549,6.084,0.069,0.728,2.524,2.821,2.649
45550,5.863,0.067,0.592,2.448,2.979,2.647
45551,5.716,0.066,0.501,2.431,3.037,2.605
45552,5.462,0.067,0.367,2.386,3.193,2.531
45553,4.865,0.058,0.34,2.228,2.71,2.147
45554,5.164,0.063,0.363,2.376,2.78,2.269
45555,4.72,0.06,0.29,2.025,2.548,2.259
45688,10.322,0.055,6.846,0.64,1.32,2.771
45689,10.992,0.046,7.251,0.636,1.54,3.046
45690,11.622,0.056,7.8,0.719,1.614,3.034
45691,11.991,0.054,7.892,0.774,1.98,3.256
45694,11.927,0.073,7.135,0.907,2.201,3.794
45695,13.038,0.084,7.998,0.968,2.861,3.965
45705,14.823,0.129,7.279,1.815,4.181,5.571
45707,17.389,0.146,8.045,2.498,5.501,6.379
45708,16.681,0.146,7.023,2.634,5.355,6.545
45709,16.809,0.151,6.857,2.723,6.455,6.755
45710,15.736,0.153,5.774,2.806,5.721,6.72
45711,16.933,0.165,6.369,2.974,6.968,7.124
45712,17.432,0.173,6.512,3.083,7.042,7.337
45713,16.986,0.162,6.134,3.238,6.822,7.15
45714,16.145,0.163,5.221,3.354,6.161,7.171
45715,16.339,0.174,5.256,3.423,8.289,7.261
45716,16.444,0.163,5.21,3.576,8.582,7.274
45717,16.12,0.16,4.955,3.554,8.802,7.244
45718,16.457,0.164,5.062,3.718,9.169,7.337
45719,16.932,0.17,5.345,3.891,9.682,7.361
45720,17.43,0.176,5.602,4.053,10.709,7.443
45721,17.92,0.176,5.749,4.125,11.149,7.721
45722,18.618,0.18,5.905,4.39,12.029,7.974
45764,19.35,0.135,6.986,4.098,28.436,7.899
45765,17.765,0.096,6.069,3.992,25.629,7.391
45766,18.252,0.101,6.372,4.147,30.836,7.393
45767,17.67,0.103,5.968,4.176,29.64,7.176
45768,16.877,0.111,5.238,4.333,30.712,6.935
45769,17.159,0.114,5.387,4.416,30.847,6.966
45770,17.168,0.122,5.312,4.457,32.385,6.98
45771,16.563,0.123,4.557,4.547,31.237,7.041
45772,16.054,0.121,4.12,4.529,28.577,7.029
45773,15.804,0.122,3.968,4.429,27.804,7.02
45989,2.091,0.031,1.437,0.087,18.925,0.481
45990,1.908,0.03,1.217,0.109,20.417,0.501
45991,1.849,0.032,1.103,0.131,21.108,0.53
45992,1.886,0.034,1.1,0.15,22.069,0.552
45993,1.947,0.037,1.1,0.175,24.271,0.582
45994,2.026,0.041,1.128,0.195,23.383,0.603
45995,2.109,0.044,1.151,0.21,24.192,0.643
45996,2.083,0.044,1.07,0.224,25.244,0.671
45997,2.138,0.045,1.069,0.235,26.197,0.709
45998,2.257,0.047,1.123,0.243,28.285,0.759
45999,2.456,0.052,1.256,0.228,31.22,0.83
46000,2.585,0.055,1.299,0.249,31.605,0.89
46001,2.659,0.058,1.317,0.257,34.576,0.945
46002,2.736,0.06,1.31,0.271,37.544,1.01
46003,2.774,0.061,1.287,0.282,38.011,1.066
46004,2.918,0.065,1.374,0.3,34.406,1.106
46005,2.999,0.067,1.376,0.321,36.52,1.155
46006,3.101,0.07,1.426,0.34,36.415,1.19
46007,3.244,0.075,1.482,0.355,37.506,1.254
46008,3.282,0.075,1.498,0.378,38.527,1.257
46009,3.295,0.077,1.494,0.39,35.586,1.266
46010,3.222,0.078,1.44,0.405,34.129,1.242
46011,3.306,0.079,1.505,0.422,35.625,1.24
46012,3.327,0.079,1.532,0.444,38.366,1.215
46013,3.392,0.083,1.602,0.472,41.674,1.178
46014,3.568,0.087,1.737,0.504,44.857,1.184
47420,1.357,0.0,1.29,0.009,1.834,0.057
47421,1.433,0.0,1.364,0.01,1.98,0.057
47422,1.484,0.0,1.414,0.011,2.127,0.057
47423,1.676,0.0,1.594,0.012,2.054,0.069
47424,1.598,0.0,1.511,0.011,1.834,0.074
47425,1.65,0.0,1.558,0.013,2.347,0.077
47426,1.716,0.0,1.619,0.014,2.347,0.082
47427,1.731,0.0,1.629,0.014,2.274,0.086
47428,1.807,0.0,1.702,0.016,2.347,0.088
47429,1.945,0.0,1.826,0.016,2.421,0.101
47430,1.752,0.0,1.632,0.017,2.274,0.103
47431,1.716,0.0,1.589,0.017,2.421,0.108
47432,1.841,0.0,1.701,0.021,2.714,0.117
47433,1.912,0.0,1.759,0.022,2.494,0.129
47434,1.873,0.0,1.721,0.02,2.127,0.131
47435,1.612,0.0,1.445,0.02,2.201,0.146
47436,1.858,0.0,1.649,0.022,2.347,0.185
47437,1.619,0.0,1.398,0.018,1.687,0.202
47438,1.683,0.0,1.439,0.021,2.421,0.222
47439,1.893,0.0,1.62,0.027,2.714,0.244
47440,1.882,0.0,1.61,0.03,2.714,0.241
47441,1.886,0.007,1.595,0.032,3.081,0.25
47442,1.836,0.007,1.546,0.035,3.007,0.247
47443,1.986,0.008,1.671,0.038,2.934,0.269
47444,1.96,0.018,1.628,0.041,2.934,0.272
47445,2.085,0.018,1.719,0.05,2.861,0.296
47446,1.902,0.017,1.552,0.05,2.274,0.281
47447,1.685,0.015,1.355,0.044,1.834,0.27
47448,1.504,0.012,1.195,0.042,1.32,0.256
47449,1.568,0.011,1.237,0.043,1.54,0.277
47450,1.688,0.013,1.337,0.047,1.614,0.29
47451,1.754,0.015,1.378,0.051,1.98,0.309
47452,1.904,0.018,1.495,0.057,2.494,0.334
47453,2.015,0.018,1.559,0.063,2.714,0.372
47454,1.875,0.017,1.438,0.06,2.201,0.358
47455,1.964,0.016,1.516,0.062,2.861,0.369
47456,2.122,0.014,1.656,0.067,3.227,0.384
47457,2.154,0.019,1.683,0.066,4.034,0.384
47458,2.132,0.016,1.68,0.071,4.034,0.362
47459,2.15,0.015,1.674,0.078,4.328,0.381
47460,2.166,0.01,1.637,0.084,4.328,0.434
47461,1.789,0.01,1.26,0.091,3.961,0.427
47462,1.938,0.015,1.349,0.093,3.961,0.479
47463,2.129,0.018,1.498,0.103,4.548,0.509
47464,2.226,0.021,1.534,0.115,4.841,0.554
47465,2.103,0.024,1.439,0.122,4.181,0.517
47466,2.372,0.027,1.543,0.141,4.988,0.63
47467,2.509,0.03,1.596,0.164,5.501,0.686
47468,2.497,0.031,1.547,0.173,5.355,0.711
47469,2.519,0.034,1.531,0.18,6.455,0.741
47470,2.522,0.036,1.5,0.186,5.721,0.769
47471,2.711,0.039,1.592,0.199,6.968,0.843
47472,2.83,0.042,1.641,0.21,7.042,0.896
47473,2.864,0.043,1.638,0.226,6.822,0.918
47474,2.886,0.044,1.63,0.242,6.161,0.935
47475,2.981,0.049,1.666,0.255,8.289,0.978
47476,3.109,0.052,1.706,0.276,27.507,1.035
47477,3.068,0.053,1.61,0.288,29.219,1.08
47478,3.117,0.056,1.575,0.31,30.277,1.139
47479,3.212,0.058,1.597,0.328,31.751,1.191
47480,3.313,0.063,1.595,0.353,34.98,1.257
47481,3.389,0.065,1.584,0.369,34.532,1.322
47482,3.482,0.068,1.57,0.393,36.221,1.398
47483,3.521,0.069,1.513,0.412,37.2,1.461
47484,3.638,0.072,1.499,0.44,38.593,1.559
47485,3.801,0.075,1.524,0.472,41.708,1.651
47486,4.032,0.078,1.542,0.485,44.35,1.84
47487,4.112,0.08,1.511,0.513,44.661,1.91
47498,4.094,0.087,1.543,0.593,45.013,1.81
